0.75	0.688565
1.42	0.684168
2.02	0.679811
2.66	0.675355
3.3	0.67094
3.88	0.666567
4.54	0.662235
5.12	0.657943
5.74	0.653956
6.37	0.649743
6.94	0.645568
7.64	0.641305
8.3	0.636701
8.92	0.633027
9.57	0.629135
10.21	0.625278
10.88	0.621331
11.51	0.617299
12.12	0.613427
12.83	0.609592
13.49	0.605555
14.18	0.601793
14.87	0.598182
15.49	0.594488
16.12	0.590828
16.73	0.587202
17.34	0.583499
17.98	0.580051
18.57	0.576525
19.18	0.57303
19.81	0.569569
20.38	0.566031
21.05	0.562632
21.68	0.559266
22.32	0.555826
22.96	0.552623
23.58	0.549348
24.17	0.546001
24.8	0.542786
25.45	0.539699
26.07	0.536443
26.69	0.533411
27.31	0.53031
27.94	0.527236
28.54	0.524191
29.16	0.521173
29.76	0.518274
30.41	0.515309
31.02	0.512371
31.67	0.509458
32.3	0.506572
32.97	0.5038
33.59	0.500876
34.2	0.498066
34.8	0.495368
35.4	0.492607
36.05	0.48987
36.66	0.487158
37.25	0.484469
37.86	0.481804
38.48	0.479245
39.08	0.476626
39.73	0.47403
40.34	0.471456
40.99	0.468984
41.63	0.466454
42.27	0.463947
42.91	0.461538
43.55	0.459073
44.18	0.456781
44.75	0.454508
45.36	0.452178
45.94	0.449867
46.58	0.447428
47.22	0.445012
47.83	0.442833
48.46	0.440673
49.08	0.438244
49.67	0.436049
50.28	0.433872
50.93	0.431644
51.6	0.429434
52.21	0.427243
52.83	0.425071
53.47	0.423051
54.07	0.420847
54.7	0.418728
55.33	0.416627
55.91	0.414543
56.52	0.412477
57.16	0.410364
57.76	0.408332
58.42	0.406191
59.04	0.404194
59.67	0.402336
60.27	0.40037
60.91	0.398542
61.53	0.396607
62.16	0.394688
62.82	0.392725
63.45	0.390955
64.08	0.38914
64.73	0.38734
65.36	0.385495
66.01	0.383666
66.66	0.381908
67.27	0.380051
67.91	0.378265
68.52	0.376494
69.11	0.374846
69.81	0.373101
70.43	0.371478
71.02	0.369707
71.62	0.368002
72.23	0.366365
72.87	0.364687
73.49	0.363022
74.13	0.36137
74.75	0.359783
75.36	0.358156
75.99	0.356543
76.62	0.354992
77.22	0.353551
77.85	0.352022
78.45	0.350455
79.09	0.348949
79.69	0.347454
80.3	0.345827
80.9	0.344356
81.55	0.342848
82.19	0.341445
82.82	0.33982
83.46	0.338347
84.08	0.337021
84.68	0.335387
85.25	0.333992
85.86	0.332607
86.5	0.331143
87.13	0.329734
87.73	0.328336
88.38	0.326992
88.97	0.325614
89.64	0.324246
90.32	0.322888
90.94	0.32154
91.58	0.320119
92.25	0.318792
92.89	0.317515
93.53	0.316206
94.18	0.314907
94.82	0.313577
95.41	0.312257
96.03	0.311026
96.7	0.309842
97.33	0.308511
97.95	0.307267
98.55	0.30607
99.19	0.304882
99.83	0.303626
100.49	0.302417
101.12	0.301216
101.77	0.300023
102.39	0.298913
103.03	0.297737
103.64	0.296496
104.26	0.295337
104.88	0.294221
105.5	0.293113
106.27	0.291907
106.92	0.290955
107.52	0.289764
108.17	0.288616
108.76	0.287511
109.4	0.286414
110.03	0.285324
110.64	0.284275
111.24	0.283233
111.85	0.282198
112.51	0.281203
113.1	0.280247
113.72	0.279166
114.33	0.278124
114.96	0.277058
115.6	0.276063
116.28	0.275075
116.91	0.273998
117.55	0.273023
118.18	0.272022
118.8	0.27106
119.44	0.270134
120.06	0.269153
120.7	0.268117
121.33	0.267119
121.94	0.266158
122.54	0.265322
123.17	0.264253
123.79	0.263311
124.44	0.262462
125.11	0.261472
125.77	0.260519
126.45	0.2596
127.07	0.258659
127.75	0.257752
128.39	0.256851
129.01	0.255983
129.65	0.255093
130.34	0.254209
131.01	0.253331
131.68	0.252485
132.33	0.251617
132.91	0.250754
133.54	0.249871
134.12	0.249099
134.72	0.248411
135.33	0.247489
135.95	0.246653
136.62	0.245795
137.26	0.244969
137.92	0.244122
138.55	0.243281
139.17	0.24247
139.77	0.241664
140.45	0.240863
141.03	0.240067
141.62	0.239276
142.27	0.238514
142.91	0.237781
143.51	0.237003
144.13	0.236254
144.74	0.235462
145.34	0.234722
145.99	0.233939
146.58	0.233232
147.19	0.232528
147.83	0.231736
148.48	0.23104
149.15	0.230303
149.81	0.229593
150.48	0.228841
151.1	0.228094
151.7	0.227419
152.32	0.226703
152.93	0.226013
153.55	0.225305
154.2	0.224579
154.79	0.22388
155.39	0.223184
156	0.222493
156.65	0.221783
157.24	0.2211
157.86	0.22042
158.5	0.219744
159.12	0.219114
159.76	0.218446
160.38	0.217781
160.98	0.217141
161.61	0.216504
162.22	0.215851
162.83	0.21516
163.47	0.214514
164.09	0.213872
164.75	0.213273
165.36	0.212677
166.01	0.212005
166.65	0.211415
167.29	0.21079
167.94	0.210168
168.56	0.209511
169.21	0.208896
169.86	0.208323
170.44	0.207696
171.08	0.207091
171.73	0.20649
172.35	0.205929
173	0.205333
173.64	0.204741
174.24	0.204152
174.89	0.203567
175.53	0.202984
176.15	0.202423
176.8	0.201828
177.44	0.201291
178.09	0.200703
178.73	0.200118
179.32	0.199554
179.96	0.19901
180.55	0.198434
