0	0.693147
0.23	0.6872
0.38	0.684654
0.55	0.68186
0.71	0.679081
0.87	0.676319
1.01	0.673572
1.19	0.670842
1.35	0.668127
1.51	0.665429
1.67	0.662746
1.86	0.660078
2.01	0.657426
2.15	0.654789
2.32	0.652168
2.46	0.649561
2.63	0.64697
2.8	0.644394
2.96	0.641833
3.13	0.639286
3.3	0.636755
3.47	0.634237
3.64	0.631735
3.82	0.629247
4	0.626773
4.16	0.624314
4.29	0.621869
4.42	0.618303
4.59	0.617021
4.75	0.614618
4.89	0.612229
5.04	0.609853
5.19	0.607491
5.38	0.605143
5.56	0.602808
5.74	0.600487
5.93	0.598179
6.06	0.595884
6.22	0.593603
6.39	0.591334
6.56	0.589079
6.73	0.586836
6.87	0.584606
7.04	0.582389
7.22	0.580185
7.39	0.577993
7.56	0.575814
7.72	0.573647
7.87	0.571493
8.02	0.569351
8.2	0.567221
8.34	0.565103
8.48	0.562997
8.65	0.560904
8.83	0.558822
9	0.556752
9.19	0.554693
9.33	0.552647
9.5	0.550611
9.65	0.548588
9.81	0.546576
9.97	0.544575
10.12	0.542585
10.3	0.540607
10.45	0.53864
10.62	0.536684
10.79	0.534739
10.96	0.532804
11.13	0.530881
11.28	0.528969
11.42	0.527067
11.59	0.525176
11.75	0.523295
11.89	0.521425
12.05	0.519566
12.18	0.517716
12.36	0.515877
12.54	0.514049
12.71	0.51223
12.86	0.510422
13.01	0.508623
13.19	0.506835
13.36	0.505057
13.52	0.503288
13.67	0.501529
13.83	0.49978
14.01	0.49804
14.18	0.49631
14.33	0.49459
14.49	0.492879
14.65	0.491178
14.81	0.489485
14.98	0.487802
15.15	0.486129
15.32	0.484464
15.49	0.482809
15.67	0.480394
15.83	0.479525
15.97	0.477897
16.15	0.476277
16.32	0.474666
16.5	0.473064
16.64	0.471471
16.8	0.469886
16.98	0.46831
17.16	0.466742
17.34	0.465183
17.51	0.463632
17.69	0.46209
17.85	0.460556
18.02	0.45903
18.19	0.457512
18.33	0.456002
18.48	0.454501
18.65	0.453007
18.81	0.451522
18.98	0.450044
19.16	0.448575
19.34	0.447113
19.51	0.445659
19.68	0.444212
19.84	0.442774
19.99	0.441343
20.16	0.439919
20.31	0.438503
20.46	0.437094
20.64	0.435693
20.8	0.4343
20.95	0.432913
21.06	0.431534
21.19	0.430162
21.37	0.428797
21.54	0.42744
21.71	0.426089
21.89	0.424746
22.06	0.423409
22.23	0.42208
22.36	0.420757
22.52	0.419441
22.69	0.418132
22.86	0.41683
23.04	0.415535
23.2	0.414246
23.34	0.412964
23.51	0.411689
23.69	0.41042
23.86	0.409157
24.02	0.407901
24.17	0.406652
24.35	0.405409
24.52	0.404172
24.68	0.402941
24.86	0.401717
25.02	0.400499
25.17	0.399287
25.33	0.398082
25.47	0.396882
25.62	0.395689
25.74	0.394501
25.92	0.39332
26.08	0.392144
26.25	0.390975
26.41	0.389811
26.55	0.388653
26.68	0.387501
26.85	0.386355
27.01	0.385214
27.17	0.384079
27.34	0.38295
27.49	0.381826
