2.91	0.449591
5.77	0.402739
8.58	0.367054
11.38	0.341572
14.16	0.321681
16.96	0.305858
19.78	0.292498
22.7	0.281065
25.53	0.271149
28.42	0.262435
31.23	0.254626
34.03	0.247574
36.84	0.241199
39.61	0.235365
42.39	0.229996
45.22	0.225042
48	0.220439
50.82	0.216143
53.66	0.212116
56.46	0.208336
59.3	0.204344
62.08	0.201008
64.88	0.197846
67.67	0.194832
70.45	0.191963
73.25	0.189234
76.02	0.186634
78.83	0.184148
81.7	0.181768
84.46	0.179472
87.27	0.17728
90.06	0.175156
92.88	0.173124
95.78	0.171163
98.56	0.169275
101.33	0.167438
104.17	0.165678
106.96	0.163975
109.8	0.162326
112.58	0.160716
115.34	0.159151
118.14	0.157625
120.97	0.156151
123.74	0.15473
126.53	0.153347
129.33	0.152005
132.15	0.150695
134.88	0.149419
137.66	0.148171
140.41	0.146964
143.19	0.145785
145.95	0.14463
148.75	0.143499
151.55	0.142402
154.36	0.141329
157.17	0.14028
159.97	0.139246
162.88	0.138236
165.75	0.13725
168.71	0.13629
171.62	0.135282
174.46	0.13441
177.31	0.133494
180.17	0.132609
182.99	0.131673
185.81	0.130875
188.66	0.129983
191.5	0.129215
194.38	0.128349
197.18	0.127598
200.01	0.126824
202.84	0.126055
205.67	0.125304
208.47	0.124569
211.33	0.123847
214.14	0.123129
216.92	0.122428
219.75	0.121731
222.57	0.121055
225.41	0.120378
228.21	0.119718
231.09	0.119074
233.99	0.118433
236.85	0.117802
239.62	0.117187
242.44	0.116577
245.25	0.115978
248.14	0.115389
250.98	0.114803
253.85	0.114229
256.67	0.113652
259.48	0.113093
262.31	0.112543
265.13	0.112003
267.97	0.111468
270.87	0.110942
273.66	0.110423
276.51	0.109907
279.33	0.1094
282.17	0.108901
284.94	0.108409
287.77	0.107922
290.56	0.107443
293.39	0.106967
296.24	0.106499
299.03	0.106035
301.96	0.105578
304.84	0.105123
307.67	0.104676
310.49	0.104236
313.32	0.103794
316.12	0.103359
319.02	0.102934
321.9	0.102506
324.77	0.10209
327.55	0.101675
330.33	0.101264
333.17	0.100862
335.92	0.100465
338.73	0.100073
