120.36	0.53799
234.78	0.518206
349.29	0.473911
463.69	0.436307
578.12	0.3994
692.58	0.364923
807	0.335248
921.49	0.310388
1036.08	0.287218
1150.56	0.268221
1265.32	0.250254
1380.1	0.235928
1494.88	0.222999
1609.6	0.210172
1724.34	0.200488
1838.8	0.18997
1953.27	0.181385
2067.7	0.172971
2182.21	0.165798
2296.71	0.158735
2411.17	0.152243
2525.64	0.146663
2640.08	0.140945
2754.54	0.136168
2869.22	0.131244
2983.67	0.127117
3098.08	0.123101
3212.59	0.119352
3327.2	0.115839
3441.93	0.11243
3556.68	0.109329
3671.42	0.106311
3785.8	0.103469
